Austempering Temperature (°C),Austempering Time (minutes),Initial Temperature (°C),Carbon (%),Silicon (%),Manganese (%),Chromium (%),Nickel (%),Molybdenum (%),Phosphorus (%),Sulfur (%),Titanium (%),Vanadium (%),Strength (MPa),Melting Temperature (°C),Thermal Conductivity (W/m·K),Thermal Expansion Coefficient (1/K),Specific Heat (J/kg·K),Phase Transformation Temperature (°C),Cooling Rate (°C/min),Hardness (HV)
274.9080237694725,57.76993932579295,904.6822734943623,1.3781356889969063,1.1867921687388263,0.8479074885271399,1.0075597357089507,0.15431923662044245,0.3629312827342238,0.0465431204561078,0.02494563273866794,0.05797275053394301,0.06888756893806504,982.0223460430899,1229.2700395072009,34.990107311871604,1.0836305710719393e-06,643.8843105833864,793.7072005348615,39.51210817879864,542.5705674476951
390.14286128198324,111.28514210675372,898.7915196288,1.6136946546636075,1.630321425669974,0.9995277528125406,0.34134090694723274,0.3614815395235811,0.34676867216243257,0.031014419272779918,0.02331648384925613,0.02241089395573006,0.017202931278934297,312.0210934636587,1235.7913531929669,42.40240317537783,1.0062730259300522e-06,603.5626089372277,720.7255482770946,54.664798471574656,393.15718850943244
346.39878836228104,160.94187538146124,1162.5018322084147,0.575889007705748,1.5443057666013023,1.7236400470841426,1.3213523886967409,1.2637441271259195,0.05691955734504525,0.038996410873443375,0.0170461565001144,0.06321186151755527,0.03180968303083651,963.3561571567623,1460.7894855691843,36.88000341969,9.973005755109093e-06,666.7224750240159,741.5727329743763,55.33925806484093,563.1579581025803
319.73169683940733,139.83373296143418,899.8184799398025,1.287260789253298,0.39240981891816995,0.746008333513795,0.958362734696938,1.17347569887367,0.462060478403842,0.02744193191890351,0.03429066680405952,0.03833070613452622,0.07963114118313257,558.0741966944013,1394.7762852956994,22.49907749335389,1.5565803951020423e-06,534.8008178306302,815.0174348044352,50.664845733418346,472.52245340973593
231.2037280884873,150.98417217921747,908.7798904514524,1.1863173679731225,0.3835739925088004,1.7523344011431254,0.3200854369797359,0.5908997680400057,0.2885513790568416,0.03520138310169753,0.02906496642034516,0.014711389012864218,0.057581726831093784,307.06328351531704,1516.166100127684,25.56740710350666,1.9516118519585118e-05,668.1669288166574,862.8918089000382,41.84643038612351,447.49619556413694
231.19890406724053,128.8175050066076,1103.7593049671855,1.6823777158977151,0.6095312987153353,0.26745541885571383,1.4472732804736896,0.6275348788838974,0.18822550535648527,0.02362303749684475,0.04462803969296015,0.09537905419359084,0.09351721556083403,782.4100622071558,1566.5083349374127,26.579845520927574,5.2192383162864475e-06,659.7322367068226,681.6656402519327,43.040310745896704,513.9058148654221
211.6167224336399,133.84148467767787,979.895936980216,1.821565414914395,0.7860419800479707,1.5759170306963983,0.8257116486694488,0.8469762069750112,0.38070390591270026,0.022046360791417814,0.01128438321928233,0.0677341332157859,0.04858762675072189,986.378212821948,1355.3467510686191,27.735927609345346,9.98062985793205e-06,531.5227997077809,702.6230387913213,40.12076217786778,534.1551086027742
373.235229154987,157.37934773479788,1110.6842227820725,0.12309786580703494,0.8760656046761168,1.710340502803999,0.202057832620317,0.10033740655918838,0.1361090746168007,0.033129191446780545,0.035754717102205055,0.08892270386837624,0.08828311292325308,975.9380059863148,1438.5640106338585,36.96210175851513,2.1616149702322485e-06,514.3429945878936,879.2218189087238,57.94905789419059,568.8801608238673
320.2230023486418,67.45020132887788,826.1464630257541,1.3806378462117062,1.391424711983356,0.44545354039094365,0.977566066181094,0.437742070453239,0.349819820152697,0.029925186967359213,0.04051795514046245,0.07084504045119279,0.05040598937304138,412.6559078416929,1400.278651118124,35.1189733947618,1.0918919907253913e-05,679.843604491077,773.5535377228337,44.32405165443542,441.2658628546734
341.6145155592091,103.41374454647107,995.0284774693537,0.19848801832748514,0.20769282111508727,0.9176584115071807,0.45447846981793427,0.3915245320515002,0.029458491710401137,0.03318145476599924,0.040379462767532286,0.04212853229261017,0.09813234508317868,426.87346424630846,1592.6442622569732,26.094801150926266,8.219166377800762e-06,614.5494203615312,653.6885451405003,49.514978165156684,434.04174805408155
204.1168988591605,63.18141627294033,813.4454400733131,1.1428314636469763,0.16587813802952614,0.41444957186094566,1.2251708326282233,0.45067612544966884,0.42130993842854325,0.021466423251480918,0.045442958683821005,0.056141926509593036,0.09638509432589891,695.877240233762,1532.4337629426382,22.026645303670612,1.8485405486672514e-06,678.4736039314228,799.1085416737149,31.608019067606403,524.7066929661263
